CloneID	Chromosome	Start	End	Case1.Ref	Case1.Test	Case2.Ref	Case2.Test	Case3.Ref	Case3.Test
RP11-328G9	17	5373015	5532070	516	394	592	546	NA	NA
RP11-664D5	17	5675442	5867778	8509	9651	9446	10182	4964	3005
RP11-115P13	17	5837803	6013335	659	624	938	968	1073	505
RP11-385E1	17	5955047	6142590	520	448	894	739	869	532
RP11-574C18	17	6099815	6302460	197	173	222	192	327	177
RP11-636N17	17	6189992	6395815	7109	7481	6933	7462	3041	1706
RP11-698N22	17	6383241	6584761	1153	880	1830	1750	1376	642
RP11-816H10	17	6584762	6804218	3102	3978	3507	3829	1192	541
RP11-417F20	17	6759973	6984568	1456	1678	1026	994	1174	680
RP11-558E15	17	6990306	7197567	65	58	NA	NA	NA	NA
RP11-222J21	17	7088883	7233441	288	225	379	242	NA	NA
RP11-205D17	17	7170575	7340047	1838	2046	1885	1648	2181	1435
RP11-98D15	17	7230068	7427689	4871	5219	5346	5087	3726	2507
RP11-186B7	17	7247848	7448344	325	216	448	365	254	106
RP13-626G5	17	7277898	7459912	229	184	NA	NA	388	178
RP11-199F11	17	7441503	7598744	1109	1242	1255	1256	446	332
CTD-2306L18	17	7599734	7737906	255	198	272	195	NA	NA
RP11-63C7	17	7621604	7777353	1073	1557	1325	1308	1210	651
RP11-441N13	17	7743571	7903773	233	254	439	281	NA	NA
RP13-696M16	17	7849367	8010513	NA	NA	NA	NA	NA	NA
RP11-613J7	17	7873762	8031618	150	126	NA	NA	NA	NA
RP11-1322B12	17	7944267	8101875	329	282	680	633	345	137
RP11-452D1	17	7994103	8170826	481	397	490	519	561	338
RP11-78N21	17	8144297	8327145	1241	1460	1647	1624	1501	726
RP11-713H12	17	8270682	8444933	3088	3023	3293	3123	1582	811
RP11-241K13	17	8380249	8556678	NA	NA	657	617	1022	778
RP11-798A22	17	8495270	8702299	418	376	458	365	NA	NA
RP11-476A23	17	8625850	8814239	1006	798	1287	1129	1130	617
RP11-74C23	17	8765888	8919717	906	827	788	904	646	295
RP11-111I3	17	8898858	9074649	3649	3337	4922	5077	5640	4310
RP11-85B7	17	8967028	9154776	186	157	234	216	NA	NA
RP11-12J17	17	8984403	9162774	565	416	636	543	NA	NA
RP11-342E3	17	8999329	9176978	611	469	NA	NA	NA	NA
RP11-324C22	17	9135182	9277463	201	166	243	198	NA	NA
RP11-589N11	17	9137748	9332478	263	237	264	241	402	192
RP11-165P17	17	9162736	9331199	297	249	321	300	414	206
RP11-43O5	17	9176979	9362398	520	582	648	787	902	484
RP11-274F20	17	9266803	9481135	820	612	369	405	793	593
RP11-435L4	17	9362399	9540648	1394	1143	1403	1437	1746	867
RP11-163I9	17	9487785	9672288	1826	1990	2770	2602	869	490
RP11-736P8	17	9503524	9572430	NA	NA	NA	NA	NA	NA
RP11-111E14	17	9578676	9745028	325	228	357	308	311	117
RP11-655D3	17	9629905	9823132	4205	3810	4099	4062	2833	1936
RP11-291C19	17	9741074	9937622	494	416	438	455	248	112
RP11-270I9	17	9745073	9904704	1092	1095	856	708	722	305
RP11-657A11	17	9865573	10035291	882	758	892	816	828	481
RP11-634P19	17	9979758	10130238	1102	1286	1722	1543	1140	644
RP11-813L23	17	10094466	10278842	943	803	1086	894	NA	NA
RP11-680D3	17	10195548	10345813	1941	1635	1942	1822	1916	1101
RP11-656B11	17	10337220	10532435	917	735	1040	913	1108	473
RP11-598M7	17	10527883	10670675	1570	1552	1632	1483	1335	794
RP11-184D16	17	10605724	10734717	NA	NA	697	619	NA	NA
RP11-181A6	17	10712577	10881766	2836	3156	3736	3971	2094	1463
RP11-111K16	17	10736300	10882638	915	772	690	654	NA	NA
CTD-2152P19	17	10783729	10832715	488	577	811	664	895	513
RP11-120N18	17	10860111	11034600	1287	1438	1350	1685	458	289
RP11-717A4	17	10882687	11092222	501	409	466	472	609	320
RP11-756K11	17	10887573	11072124	465	455	561	480	553	273
RP11-466J1	17	10994282	11165806	745	785	1184	1011	766	377
RP11-385G5	17	11132723	11344170	3651	4298	3954	4101	1861	1398
RP11-271N1	17	11316275	11492797	2209	2320	1684	1959	1336	869
RP11-165H21	17	11456538	11621634	2177	2701	1814	2112	1491	1001
RP11-802E21	17	11556914	11727142	847	1012	909	915	1054	463
RP11-629O10	17	11626136	11804192	2071	1938	2557	2735	689	318
RP11-461D21	17	11775562	11949220	726	670	NA	NA	NA	NA
RP11-441D14	17	11916173	12095636	NA	NA	107	90	NA	NA
RP11-471L13	17	11941546	12104768	1626	1347	2110	3122	NA	NA
RP11-394F9	17	12090839	12271366	493	357	499	526	NA	NA
RP11-560N10	17	12236621	12399024	244	187	175	151	NA	NA
RP11-674I3	17	12373535	12531462	2200	2339	2010	2028	702	386
RP11-746E8	17	12437814	12637699	5211	5783	5410	6087	1800	1285
RP11-333I5	17	12566667	12703957	673	614	666	632	460	239
CTD-2125K20	17	12669548	12800643	164	124	187	158	NA	NA
RP11-611A16	17	12749335	12916678	2607	2355	2914	2854	1838	1288
RP11-173L19	17	12791989	12966334	1593	1721	2111	2045	NA	NA
RP11-409O23	17	12930070	13098904	NA	NA	NA	NA	NA	NA
RP11-352N24	17	13102483	13265727	2479	3149	2488	3101	1752	1431
RP11-4P18	17	13135896	13286791	298	282	NA	NA	NA	NA
CTD-2323F6	17	13241258	13380215	1138	1064	1096	1310	481	322
RP11-590H8	17	13317394	13506230	333	236	NA	NA	357	166
RP11-365H17	17	13335786	13535574	NA	NA	NA	NA	NA	NA
RP11-112H7	17	13481326	13631337	1873	2068	1552	2018	897	743
CTD-2120F7	17	13672631	13810519	224	219	238	263	NA	NA
RP11-687M21	17	13774599	13940898	631	546	NA	NA	884	407
RP11-666B5	17	13914982	14108599	1609	1195	1653	1386	1086	421
RP11-78J16	17	14080568	14235312	1105	1083	886	933	572	419
RP11-116L11	17	14210472	14365365	1999	2212	1414	1812	NA	NA
RP11-334P9	17	14282259	14442110	1453	1825	1713	2422	1331	848
RP11-357K15	17	14413537	14607154	1117	1295	1312	1419	1473	901
RP11-245D14	17	14560485	14716237	1652	1617	1138	1357	1023	609
RP11-786O4	17	14596530	14768717	457	411	552	476	818	369
RP11-72J13	17	14709255	14846386	1754	1560	2129	1840	2146	1035
RP11-328M21	17	14894286	15045897	2242	2658	2338	2592	2663	2005
RP11-686G16	17	15017758	15228457	1659	1763	1597	1846	1487	961
RP11-655L10	17	15081150	15250373	3612	3081	3007	3308	2545	1691
RP11-726O12	17	15225865	15372723	1671	1392	1760	1746	1448	695
RP11-765E8	17	15261470	15479871	745	591	971	837	639	246
RP11-378O18	17	15297799	15480461	2043	1985	2223	2179	1359	818
RP11-640N23	17	15441725	15628974	1286	1217	NA	NA	382	200
RP11-683B12	17	15609058	15794451	4269	5512	5045	5279	1595	972
RP11-59N13	17	15609785	15800398	1365	1512	1532	1524	1533	955
RP11-734H24	17	15751631	15954960	1633	1602	1537	1502	970	559
RP11-773B2	17	15852738	16045240	344	302	397	410	NA	NA
RP11-651L9	17	16002999	16252509	999	885	1292	1289	1218	616
CTD-2270G10	17	16131000	16294514	622	585	525	570	NA	NA
RP11-404D6	17	16205935	16396010	139	109	166	141	NA	NA
RP11-485H17	17	16296920	16464411	NA	NA	NA	NA	1474	763
RP11-92B11	17	16467785	16646713	890	824	1313	1442	633	356
RP11-195H9	17	16536854	16691688	2424	2238	1582	1618	770	391
RP11-537F12	17	16592363	16708013	471	374	628	448	NA	NA
RP11-655O21	17	16624310	16800264	8956	7535	6697	5663	5837	3122
RP11-801O7	17	16721253	16932449	1558	1163	1709	1321	900	374
RP11-796J19	17	16857007	17035446	4110	3536	4636	4354	1656	885
RP11-629P11	17	17029141	17181931	745	679	756	648	521	255
RP11-790K4	17	17065054	17246408	1801	1743	2097	2365	1337	762
RP11-241J23	17	17255994	17396167	NA	NA	166	122	NA	NA
CTD-2040N12	17	17365913	17516371	NA	NA	412	408	307	133
RP11-128N19	17	17405360	17449863	320	343	NA	NA	366	228
RP11-72B12	17	17432208	17586373	1186	907	996	873	634	301
CTD-2502C3	17	17534724	17737054	182	131	221	186	NA	NA
RP11-809H20	17	17534762	17706303	278	246	552	452	NA	NA
CTD-2200K6	17	17656740	17811550	1151	1068	1854	1937	746	632
CTD-2237C12	17	17745623	17874576	574	590	455	307	NA	NA
RP11-427N23	17	17865979	18035538	442	416	401	395	581	362
RP11-189D22	17	17926089	18099740	1253	917	1352	1013	1496	741
RP11-1319H24	17	18026503	18289716	272	266	448	308	456	223
CTD-2342E9	17	18041750	18193175	148	116	224	143	NA	NA
RP11-147H17	17	18110986	18273451	1618	1058	3022	2253	1925	985
RP11-34O10	17	18140806	18318880	1414	1359	2716	2003	1202	751
RP11-484D23	17	18215871	18395498	949	702	1508	1288	1098	341
RP11-667E24	17	18287247	18503234	984	1081	NA	NA	NA	NA
RP11-80K17	17	18503339	18688049	1038	1280	1089	1139	1050	607
RP11-304M17	17	18523269	18642153	340	253	NA	NA	NA	NA
RP11-466H1	17	18534892	18697440	129	123	148	131	206	103
RP11-766J18	17	18630950	18820419	5464	5911	5509	5945	2198	1485
RP11-788I14	17	18705151	18850247	2816	2855	3465	3886	2096	1094
RP11-358A4	17	18750925	19082793	1188	1005	1466	1352	1485	637
RP11-330C20	17	18990988	19205701	281	210	307	307	NA	NA
RP11-147I5	17	19166989	19342369	2631	2632	2807	2722	NA	NA
RP11-277B5	17	19293760	19444544	296	230	329	210	NA	NA
CTD-2104P17	17	19380913	19499436	150	134	NA	NA	NA	NA
CTD-2280H14	17	19407031	19527671	NA	NA	NA	NA	NA	NA
CTD-2019P4	17	19515603	19646208	NA	NA	NA	NA	NA	NA
CTD-2020J20	17	19622283	19818219	NA	NA	NA	NA	NA	NA
RP11-45D14	17	19705384	19904214	NA	NA	NA	NA	NA	NA
RP11-79O4	17	19744530	19910212	NA	NA	161	167	86	45
RP11-1301G3	17	19750326	19916725	238	174	285	203	283	112
RP13-1027K4	17	19768306	19940169	93	98	NA	NA	121	69
RP11-134L19	17	19791758	19974707	3194	3555	2785	2923	1708	1363
RP11-597H24	17	19799815	19974693	1222	1093	1462	1437	457	242
RP11-312O19	17	19858603	20007804	1425	1690	1709	2095	995	756
RP11-137E6	17	19881589	20033263	3363	4128	3786	3877	2291	2031
RP11-688C5	17	19910551	20064676	2382	2180	2993	3144	1788	1215
CTD-2022C7	17	19969775	20091400	241	216	306	275	268	173
CTD-2204I5	17	20105368	20236821	NA	NA	151	141	NA	NA
RP11-793I24	17	20185620	20373865	6742	5453	8266	7103	8302	3351
CTD-2313N10	17	20236818	20342622	NA	NA	NA	NA	NA	NA
RP11-185K8	17	20282299	20448380	8816	7750	8506	10307	4692	2338
CTD-2315G10	17	20372542	20490406	494	460	737	526	546	273
RP11-694J11	17	20438273	20590250	1814	1693	1638	1660	625	266
RP11-572B16	17	20477342	20683824	195	141	NA	NA	NA	NA
RP11-803D2	17	20668407	20869297	951	813	1242	1063	1691	751
RP11-746M1	17	20819154	21055067	1051	711	1194	899	1171	460
CTD-2012M6	17	20848981	21041073	313	286	372	401	176	119
RP11-765A10	17	20860216	21035617	581	497	820	673	NA	NA
RP11-64J19	17	21014521	21191548	2703	3290	3559	2218	2006	1398
RP11-728E14	17	21119127	21322111	956	1001	1217	944	1499	934
RP11-392K20	17	21122117	21272136	1246	1520	1806	1616	1442	787
RP13-743M18	17	21172153	21345887	340	267	368	401	336	157
RP11-65D14	17	21229007	21297316	594	481	838	533	405	208
RP13-757M5	17	21269046	21400045	346	317	408	337	416	172
RP11-564H22	17	21297624	21476421	290	240	338	299	NA	NA
RP11-208N9	17	21324678	21476421	1800	1857	2058	2582	889	712
RP11-797J12	17	21609201	21772289	67	66	NA	NA	NA	NA
RP11-305L6	17	21625568	21817779	1477	1510	1859	1620	1040	964
CTD-2103O19	17	21718878	21834063	NA	NA	1763	1875	NA	NA
RP11-480N19	17	21733030	21841527	1028	1168	1219	1142	NA	NA
RP11-29L17	17	21843070	22033509	1172	974	1446	1312	1477	846
RP11-399C2	17	21939482	22127824	1756	1985	1814	1842	1131	915
RP11-423O14	17	22001112	22187001	412	452	418	485	356	216
RP11-260A9	17	22293531	22464689	237	187	NA	NA	NA	NA
RP11-102E1	17	22320285	22486425	1063	729	958	1174	1149	600
RP11-1432H15	17	22334005	22550739	215	197	211	230	NA	NA
RP11-663N22	17	22387184	22595733	896	1076	907	1160	737	471
RP11-458L21	17	22594930	22766898	1762	1525	1675	1726	1373	928
RP11-104L5	17	22673515	22831140	1255	936	1320	1238	1076	674
RP11-346J11	17	22755550	22933756	3303	3084	3585	3952	3690	1554
CTD-2031C16	17	22820189	22969254	1205	1159	962	805	NA	NA
RP11-667H8	17	22960000	23147784	5488	5109	5701	6282	3733	2405
RP11-792K19	17	23003373	23212015	NA	NA	170	147	NA	NA
CTD-2200L21	17	23281049	23408572	95	66	NA	NA	NA	NA
RP11-645F4	17	23374393	23534990	428	374	589	449	NA	NA
RP11-63D22	17	23537938	23715677	1709	1784	2740	2768	1274	966
RP11-301H1	17	23642262	23828735	237	191	222	232	NA	NA
RP11-804K13	17	23679865	23883212	789	809	1225	798	807	489
RP11-155J9	17	23916694	24091074	455	371	478	449	665	312
RP11-386F9	17	23991097	24161921	NA	NA	231	265	NA	NA
RP11-154P20	17	24124322	24291631	753	750	980	910	766	349
RP11-95E3	17	24264614	24456594	1554	2283	2874	2796	1403	851
RP11-357J12	17	24407918	24572918	610	593	753	677	NA	NA
RP11-813N21	17	24511435	24707689	397	303	NA	NA	265	121
RP11-802D6	17	24588053	24796574	326	382	NA	NA	NA	NA
RP11-659G19	17	24754570	24926839	697	926	640	713	404	208
RP11-296K13	17	24816790	25006951	1308	1407	1426	1344	NA	NA
RP11-289I5	17	24958227	25127880	770	893	726	874	565	405
RP11-104I20	17	25071266	25261590	2154	2449	2541	2951	2312	1753
RP11-147N18	17	25159110	25346385	1079	1480	1383	1877	605	378
RP11-205K5	17	25315155	25498196	1447	1457	1551	1530	809	786
RP11-82D14	17	25445025	25657342	1916	1978	1920	2040	1190	1010
RP11-193M11	17	25599375	25782164	536	629	888	923	597	358
RP11-310M18	17	25730779	25931269	682	668	721	472	933	641
RP11-96J11	17	25832567	25992228	2660	2756	3430	3422	2419	1801
RP11-464F15	17	25863977	26063090	815	636	938	935	850	448
RP11-778K9	17	25993324	26226187	2515	2832	2824	3233	1194	745
RP13-604L24	17	26090520	26143514	182	185	349	383	NA	NA
RP11-785C15	17	26161867	26191816	729	682	697	729	652	343
RP11-510L3	17	26249060	26421359	433	407	NA	NA	392	248
RP11-510I9	17	26348927	26497031	824	855	1039	1027	788	487
RP11-353O18	17	26452027	26618045	67	56	NA	NA	NA	NA
RP11-518B17	17	26576214	26749754	403	542	NA	NA	NA	NA
CTD-2205J22	17	26581686	26641718	NA	NA	NA	NA	NA	NA
RP11-592F3	17	26705271	26874157	1487	1506	1746	1902	1480	705
RP11-45H13	17	26810822	26985186	2274	1513	2059	1685	NA	NA
RP11-381L5	17	27010838	27171880	1120	1065	1205	1092	2142	1162
RP11-278E4	17	27021987	27185566	383	338	324	284	NA	NA
RP11-700O2	17	27083260	27279673	3455	3218	3095	3247	696	423
RP11-290N17	17	27213580	27446273	3904	4483	4337	4723	1139	676
RP11-615L17	17	27322899	27511744	631	491	648	519	1098	505
RP11-770A2	17	27409337	27613608	801	691	1058	904	1127	564
RP11-634A23	17	27547633	27707130	NA	NA	233	187	NA	NA
RP11-299H3	17	27641497	27812924	1103	1124	1185	1422	NA	NA
RP11-314P5	17	27844569	28025218	2772	3651	2922	3540	1954	1136
RP11-357H13	17	27961446	28129586	425	659	NA	NA	519	314
RP11-148J13	17	27997288	28155211	210	190	NA	NA	230	121
RP11-44H5	17	28028294	28214642	1253	1583	917	976	403	296
RP11-168N1	17	28085118	28302905	NA	NA	1236	1118	1297	725
RP11-44D22	17	28194929	28369711	2006	2336	2175	2323	1393	971
RP11-626C8	17	28335370	28496855	2512	2644	2457	2484	790	374
RP11-68B4	17	28430342	28592600	1103	746	1013	854	NA	NA
RP11-134L18	17	28500161	28665633	3745	3807	4174	4668	2251	1661
RP11-173B17	17	28573710	28714625	656	562	NA	NA	685	334
RP11-146G23	17	28624283	28648111	941	936	1171	1153	1170	942
RP11-139K6	17	28664889	28816126	844	762	1026	1502	NA	NA
RP11-205P19	17	28664921	28839796	629	491	608	537	NA	NA
RP11-745H22	17	28709707	28876981	1609	1082	1797	1543	1057	454
RP11-660E6	17	28757686	28960300	9729	10112	10560	11193	5173	2597
RP11-31I22	17	28871846	29014335	2677	3390	2427	2933	2332	1437
RP11-118G23	17	28997755	29156281	899	905	1103	974	NA	NA
RP11-17M24	17	29170118	29347573	2657	2757	2908	4280	1303	802
RP11-1086I4	17	29202352	29410398	2503	2517	2204	2279	1173	762
RP11-639K3	17	29381101	29545782	161	151	184	152	NA	NA
RP11-167D10	17	29461966	29622926	5629	6112	6156	8076	3605	2628
CTD-2306C15	17	29463538	29574163	1016	1120	1189	1276	NA	NA
RP11-329H16	17	29515475	29694876	3458	3705	3449	4030	893	651
RP11-946O8	17	29554771	29745320	335	299	380	344	NA	NA
RP11-521P1	17	29661386	29833615	332	262	NA	NA	307	106
RP11-72M19	17	29749613	29902558	2877	3193	2464	2181	2457	1568
RP11-668B11	17	29842549	30026629	1557	1039	1685	1634	2711	1327
RP11-141H10	17	29982713	30132270	1360	861	1090	1106	585	460
RP11-801I20	17	30090511	30285799	6080	6980	5900	6742	2634	1729
RP11-729A4	17	30282333	30447201	944	852	1103	1049	596	315
RP11-208D7	17	30342581	30526826	1642	1788	1305	1484	1178	1088
RP11-764L20	17	30457868	30645726	2223	1795	2105	1829	2561	1469
RP11-171A12	17	30619177	30792737	356	340	515	498	363	191
RP11-71F14	17	30767330	30945118	1995	1729	1997	2033	673	424
RP11-747F4	17	30835528	31027786	2787	2940	2806	3102	756	516
RP11-646F19	17	30889109	31059729	463	360	426	402	381	162
RP11-405K9	17	31027787	31154358	NA	NA	NA	NA	NA	NA
RP11-8D3	17	31132119	31312443	163	121	NA	NA	NA	NA
RP11-196P12	17	31263000	31443589	NA	NA	689	852	621	452
RP11-104J23	17	31309398	31466733	5534	6087	5022	5555	1833	1040
RP11-355O4	17	31410352	31683804	2665	1790	2429	1995	2356	934
RP11-1330O6	17	31801769	31953236	951	898	1361	865	NA	NA
CTD-2196A18	17	31814402	32075536	867	1024	1220	1173	NA	NA
RP11-699G17	17	31953237	32197271	756	565	1002	709	987	365
RP11-732L19	17	31967087	32017546	106	109	210	177	NA	NA
RP11-53P6	17	32036161	32221507	1634	1487	1443	1513	1213	537
RP11-391A21	17	32163474	32320520	373	317	389	348	NA	NA
RP11-1327M2	17	32240519	32455752	330	220	351	302	NA	NA
RP11-177L10	17	32276324	32446842	422	353	558	576	215	141
RP11-722B4	17	32333405	32515078	391	306	368	360	383	175
RP11-383B12	17	32412269	32627651	488	418	469	544	416	220
RP11-19G24	17	32529010	32674772	384	417	396	349	311	178
RP11-560P4	17	32638150	32782607	NA	NA	159	146	NA	NA
RP11-767C8	17	32648358	32830347	1018	1019	1049	1156	741	382
RP11-50A9	17	32864722	33013574	1079	1099	916	923	1405	793
RP11-656J6	17	32964856	33160621	1777	1785	1780	1710	639	320
RP11-330D6	17	33086134	33283529	479	413	488	526	395	194
CTD-2344A6	17	33267468	33387765	9087	8814	15805	12181	2134	1294
RP11-600K4	17	33326852	33409790	1517	1233	2150	1485	1028	421
RP11-342F22	17	33369043	33427467	1711	1360	2447	1691	NA	NA
RP11-678G7	17	33535461	33705009	620	403	1385	636	1060	415
RP11-72I20	17	33585687	33697018	1544	1123	1669	1054	1365	733
RP11-12M17	17	33840062	33992473	717	688	942	1062	1314	722
RP11-606B22	17	33865615	34078915	1106	1049	1711	1724	781	636
RP11-683J16	17	33943079	34125098	639	538	884	652	NA	NA
RP11-607B2	17	34003129	34174291	116	93	NA	NA	NA	NA
RP11-610D13	17	34003220	34231045	183	178	204	164	167	106
RP11-15P20	17	34153640	34333532	131	124	169	145	NA	NA
RP11-154N9	17	34190842	34353132	518	406	445	347	922	692
RP11-600J16	17	34311476	34474620	708	620	961	755	899	417
RP11-62P3	17	34442984	34620216	1460	1019	1988	2286	1054	646
RP11-25P3	17	34574333	34730322	432	332	666	532	NA	NA
RP11-592L16	17	34655370	34827575	1681	1705	1464	1718	579	398
RP11-85O18	17	34781214	34955272	433	415	486	480	261	149
RP11-689B15	17	34946406	35114817	2125	2058	2421	2018	2780	1523
RP11-62N23	17	34979166	35136390	904	797	NA	NA	NA	NA
RP11-94L15	17	35065361	35227087	NA	NA	163	114	NA	NA
RP11-610O22	17	35115643	35265062	821	720	1243	1313	530	224
RP11-563O4	17	35116596	35360385	NA	NA	NA	NA	660	262
RP11-32H6	17	35262985	35437549	779	695	NA	NA	656	312
RP11-278E15	17	35328102	35522380	1153	1113	1514	1268	1587	961
RP11-749I16	17	35476801	35652796	NA	NA	75	64	NA	NA
RP11-735P18	17	35496349	35690806	155	106	NA	NA	NA	NA
RP11-737D6	17	35511267	35694425	188	185	NA	NA	NA	NA
RP11-686E5	17	35720000	35891495	661	515	904	790	NA	NA
RP11-259G21	17	35754745	35916681	834	711	880	824	NA	NA
RP11-51J19	17	35833079	35997410	1998	2392	NA	NA	1991	1305
RP11-372J2	17	35990640	36150819	3198	3266	3195	3545	2604	1711
RP11-693P20	17	36142856	36326491	2210	2995	2862	3186	992	597
RP11-146O6	17	36260510	36419743	1239	1374	1236	1726	1244	628
RP11-625J8	17	36315177	36487193	1045	1005	1257	1112	985	503
RP11-147N6	17	36469391	36656785	1753	2090	1550	1597	1856	1370
RP11-636G13	17	36547206	36724090	148	122	248	187	231	139
RP11-461K9	17	36556005	36751448	328	291	NA	NA	188	106
RP13-649M11	17	36607859	36762766	615	596	442	391	NA	NA
RP11-639G19	17	36732410	36917852	8904	9961	12633	12308	5684	3902
RP11-350M22	17	36786416	37007397	902	756	972	1059	921	392
RP11-619I14	17	36820515	36995819	6641	8254	7055	7570	3466	2673
RP11-573G20	17	36917853	37098442	258	340	NA	NA	NA	NA
RP11-413E21	17	37016754	37210493	1689	1368	6191	6093	3091	1790
RP11-899O23	17	37041306	37212706	110	104	159	126	NA	NA
CTD-2005E6	17	37204057	37360819	NA	NA	NA	NA	NA	NA
RP11-312E22	17	37354395	37576968	2489	2701	3514	2476	2655	1996
RP11-358B23	17	37533693	37707027	2838	2934	2937	2815	NA	NA
RP11-606M7	17	37680398	37826625	636	602	606	602	617	306
RP11-699G3	17	37724386	37878849	2168	2198	2909	2625	803	352
RP11-383F15	17	37767362	37977331	1670	1896	1939	1949	612	385
RP11-400F19	17	37909968	38080902	455	410	496	328	NA	NA
RP11-20N1	17	37997314	38155435	586	589	666	935	454	249
RP11-39N7	17	38066529	38230687	1677	1885	1732	1267	722	457
RP11-192B13	17	38093204	38249666	1243	1025	2893	2888	1513	900
RP11-506G7	17	38149402	38296843	NA	NA	92	76	NA	NA
RP11-625B19	17	38221829	38400899	1529	1359	1833	1620	1835	838
RP11-376M2	17	38223408	38446085	237	153	NA	NA	NA	NA
RP11-769M9	17	38353723	38533650	155	132	NA	NA	216	74
RP11-812O5	17	38436018	38598858	1235	1127	NA	NA	402	221
RP11-242D8	17	38491806	38598858	733	755	430	463	NA	NA
CTD-2234O23	17	38495017	38598858	170	127	140	181	NA	NA
RP11-1365J18	17	38503878	38598858	416	425	462	484	520	264
CTD-2297L14	17	38748012	38925132	404	334	600	496	NA	NA
RP11-100E5	17	38762512	38932040	690	598	973	848	NA	NA
RP11-1401J9	17	38766476	38829234	383	381	506	417	555	234
RP11-21I21	17	38864523	39045455	2977	3290	2185	2092	NA	NA
RP11-434D5	17	39003672	39202319	409	335	535	398	498	293
RP11-436J4	17	39071508	39272285	596	485	721	500	NA	NA
RP11-261A9	17	39095240	39323278	992	937	1513	1379	NA	NA
RP11-624L10	17	39213972	39399184	83	65	118	81	NA	NA
RP11-810P3	17	39273676	39457744	1812	1787	2366	2370	NA	NA
RP11-546M21	17	39373742	39591205	NA	NA	286	203	NA	NA
RP11-756H11	17	39541447	39730194	2631	2840	4447	3314	1881	940
RP11-812N9	17	39730195	39875256	940	931	2201	1918	NA	NA
RP11-350F23	17	39806617	39982721	NA	NA	NA	NA	NA	NA
RP11-585N8	17	39961732	40139868	3366	3191	3976	4181	2373	1285
RP11-692L8	17	40072682	40258767	314	278	348	348	NA	NA
RP11-643P22	17	40218102	40397194	1599	1153	1179	1125	572	289
RP11-419E16	17	40291911	40507503	677	527	1005	964	689	325
RP11-113A24	17	40328069	40495152	1536	1598	1401	1181	536	290
RP11-1206I22	17	40363857	40581587	200	177	192	176	186	79
RP11-666C2	17	40555338	40727399	NA	NA	NA	NA	NA	NA
CTD-2348E10	17	40717432	40843968	92	75	NA	NA	NA	NA
RP11-704L5	17	40744817	40941360	2034	1824	2398	2199	2270	1128
RP11-345I14	17	40772510	40947140	339	338	316	341	395	247
RP11-485E15	17	40782110	40947140	1512	1428	1102	1120	993	690
RP11-798G7	17	40802953	41005728	2577	1537	1702	1654	1722	568
RP11-733O21	17	40989305	41180396	486	467	630	458	441	275
RP11-207I10	17	41000969	41206752	1609	1312	1334	1471	NA	NA
RP11-397D10	17	41087302	41256901	1710	1239	1949	1853	2818	1194
RP11-656O14	17	41231722	41326291	2887	3075	3228	3457	1660	954
RP11-368D10	17	41315374	41491344	1559	1296	2249	1951	NA	NA
RP11-782E1	17	41339059	41559177	4361	4544	5584	5334	4494	3368
RP11-86C1	17	41519537	41644115	420	685	703	563	489	363
RP11-259G18	17	41559185	41734024	2390	2889	2868	2856	1709	1081
RP11-162O14	17	41590929	41719579	536	536	660	557	539	277
RP11-193J3	17	41698238	41793763	2225	1593	4419	4685	NA	NA
RP11-57A24	17	41834276	42009713	3939	3630	2951	3276	2977	1821
CTD-2013G18	17	41949832	42110026	197	126	238	186	NA	NA
RP11-84A7	17	42061812	42244748	1286	1183	2149	1633	1511	833
RP11-360B17	17	42157798	42342481	690	558	889	789	NA	NA
RP11-67G6	17	42188245	42362941	1407	1363	1155	1104	1229	581
RP11-63A1	17	42326403	42474254	197	145	NA	NA	NA	NA
RP11-716B4	17	42375359	42559536	1981	1645	1648	1384	1291	601
RP11-502C16	17	42418934	42607623	NA	NA	NA	NA	3066	1426
RP11-46I22	17	42594391	42733385	2346	2855	2468	2759	1471	1215
RP11-330G21	17	42706236	42878155	1353	1151	1672	1411	NA	NA
RP11-109I14	17	42833683	42992401	712	555	867	734	563	328
RP11-104O5	17	42973027	43120185	285	468	468	437	303	137
RP11-286F11	17	43077558	43176404	792	718	987	877	1365	800
RP11-6N16	17	43286090	43442806	852	560	882	672	455	161
RP11-475C18	17	43413646	43602175	1141	1649	2401	2234	2243	1204
RP11-456D7	17	43565909	43717612	899	886	934	901	1204	660
RP13-495A21	17	43597619	43788748	367	424	645	586	318	191
RP11-71G24	17	43712438	43870401	419	377	383	419	96	55
RP11-759D3	17	43752243	43915679	840	737	888	946	NA	NA
RP11-636G23	17	43769087	43931102	1215	892	1536	1181	1642	835
RP11-420B16	17	43846848	44064405	NA	NA	148	120	NA	NA
RP11-94I12	17	43972786	44138344	983	715	982	859	998	523
RP11-600O7	17	44003179	44186865	1284	1028	1756	1409	1573	737
RP11-463M16	17	44137170	44326794	522	660	NA	NA	520	274
RP13-635N19	17	44149442	44314616	NA	NA	NA	NA	NA	NA
RP13-754B17	17	44187061	44347529	571	669	879	750	NA	NA
CTD-2330K14	17	44193556	44315524	471	497	460	363	357	175
RP11-683G6	17	44195693	44347529	165	123	NA	NA	NA	NA
RP11-661L19	17	44253943	44426687	149	137	210	162	NA	NA
RP11-352E3	17	44253948	44426865	419	413	329	304	607	384
RP11-707K21	17	44262811	44459717	594	665	791	681	660	332
